course_title,course_code,prereq_courses,same_subjects,course_desc
6.175 Constructive Computer Architecture,6.175,['6.004'],[],"Illustrates a constructive (as opposed to a descriptive) approach to computer architecture. Topics include combinational and pipelined arithmetic-logic units (ALU), in-order pipelined microarchitectures, branch prediction, blocking and unblocking caches, interrupts, virtual memory support, cache coherence and multicore architectures. Labs in a modern Hardware Design Language (HDL) illustrate various aspects of microprocessor design, culminating in a term project in which students present a multicore design running on an FPGA board. "
6.176 Pokerbots Competition,6.176,[],[],"Build autonomous poker players and aquire the knowledge of the game of poker. Showcase decision making skills, apply concepts in mathematics, computer science and economics. Provides instruction in programming, game theory, probability and statistics and machine learning. Concludes with a final competition and prizes. Enrollment limited."
6.178 Introduction to Software Engineering in Java,6.178,[],[],"Covers the fundamentals of Java, helping students develop intuition about object-oriented programming. Focuses on developing working software that solves real problems. Designed for students with little or no programming experience. Concepts covered useful to 6.005. Enrollment limited."
6.179 Introduction to C and C++,6.179,[],[],"Fast-paced introduction to the C and C++ programming languages. Intended for those with experience in other languages who have never used C or C++. Students complete daily assignments, a small-scale individual project, and a mandatory online diagnostic test. Enrollment limited."
6.182 Psychoacoustics Project Laboratory,6.182,[],[],"Introduces the methods used to measure human auditory abilities. Discusses auditory function, principles of psychoacoustic measurement, models for psychoacoustic performance, and experimental techniques. Project topics: absolute and differential auditory sensitivity, operating characteristics of human observers, span of auditory judgment, adaptive measurement procedures, and scaling sensory magnitudes. Knowledge of probability helpful. Students engage in extensive written and oral communication exercises. "
6.185[J] Interactive Music Systems (6.809),6.185[J],"['6.009', '21M.301']",['21M.385[J]'],See description under subject 21M.385[J]. Limited to 18.
6.187[J] Fundamentals of Music Processing (New),6.187[J],"['6.003', '21M.051']",['21M.387[J]'],See description under subject 21M.387[J]. Enrollment limited.
6.S183 Special Laboratory Subject in Electrical Engineering and Computer Science,6.S183,[],[],Laboratory subject that covers content not offered in the regular curriculum. Consult department to learn of offerings for a particular term. 
6.S184 Special Laboratory Subject in Electrical Engineering and Computer Science,6.S184,[],[],Laboratory subject that covers content not offered in the regular curriculum. Consult department to learn of offerings for a particular term. 
6.S185 Special Laboratory Subject in Electrical Engineering and Computer Science,6.S185,[],[],Laboratory subject that covers content not offered in the regular curriculum. Consult department to learn of offerings for a particular term. 
6.S186 Special Laboratory Subject in Electrical Engineering and Computer Science,6.S186,[],[],Laboratory subject that covers content not offered in the regular curriculum. Consult department to learn of offerings for a particular term. 
6.S187 Special Laboratory Subject in Electrical Engineering and Computer Science,6.S187,[],[],Laboratory subject that covers content not offered in the regular curriculum. Consult department to learn of offerings for a particular term. 
6.S188 Special Laboratory Subject in Electrical Engineering and Computer Science,6.S188,[],[],Laboratory subject that covers content not offered in the regular curriculum. Consult department to learn of offerings for a particular term. 
6.S189 Special Laboratory Subject in Electrical Engineering and Computer Science,6.S189,[],[],Laboratory subject that covers content not offered in the regular curriculum. Consult department to learn of offerings for a particular term. 
6.S190 Special Laboratory Subject in Electrical Engineering and Computer Science,6.S190,[],[],Laboratory subject that covers content not offered in the regular curriculum. Consult department to learn of offerings for a particular term. 
6.S191 Special Laboratory Subject in Electrical Engineering and Computer Science,6.S191,[],[],Laboratory subject that covers content not offered in the regular curriculum. Consult department to learn of offerings for a particular term. 
6.S192 Special Laboratory Subject in Electrical Engineering and Computer Science,6.S192,[],[],Laboratory subject that covers content not offered in the regular curriculum. Consult department to learn of offerings for a particular term. 
6.S193 Special Laboratory Subject in Electrical Engineering and Computer Science,6.S193,[],[],Laboratory subject that covers content not offered in the regular curriculum. Consult department to learn of offerings for a particular term. 
6.S197 Special Laboratory Subject in Electrical Engineering and Computer Science,6.S197,[],[],Laboratory subject that covers content not offered in the regular curriculum. Consult department to learn of offerings for a particular term. 
6.S193-6.S198 Special Laboratory Subject in Electrical Engineering and Computer Science,6.S193-6.S198,[],[],Laboratory subject that covers content not offered in the regular curriculum. Consult department to learn of offerings for a particular term. 
6.UAP Undergraduate Advanced Project,6.UAP,['6.UAT'],[],Research project for those EECS students whose curriculum requires a senior project. To be arranged by the student and an appropriate MIT faculty member. Students who register for this subject must consult the department undergraduate office. Students engage in extensive written communications exercises. 
6.UAR Seminar in Undergraduate Advanced Research,6.UAR,[],[],"Instruction in effective undergraduate research, including choosing and developing a research topic, surveying previous work and publications, research topics in EECS and the School of Engineering, industry best practices, design for robustness, technical presentation, authorship and collaboration, and ethics. Students engage in extensive written and oral communication exercises, in the context of an approved advanced research project. A total of 12 units of credit is awarded for completion of the fall and subsequent spring term offerings. Application required; consult EECS SuperUROP website for more information."
6.UAT Oral Communication,6.UAT,[],[],"Provides instruction in aspects of effective technical oral presentations and exposure to communication skills useful in a workplace setting. Students create, give and revise a number of presentations of varying length targeting a range of different audiences. Enrollment may be limited."
6.207[J] Networks,6.207[J],"['6.041', '14.30']",['14.15[J]'],See description under subject 14.15[J]. 
6.215 Optimization Methods,6.215,['18.06'],[],"Introduces the principal algorithms for linear, network, discrete, robust, nonlinear, and dynamic optimization. Emphasizes methodology and the underlying mathematical structures. Topics include the simplex method, network flow methods, branch and bound and cutting plane methods for discrete optimization, optimality conditions for nonlinear optimization, interior point methods for convex optimization, Newton's method, heuristic methods, and dynamic programming and optimal control methods. Expectations and evaluation criteria differ for students taking graduate version; consult syllabus or instructor for specific details. "
6.231 Dynamic Programming and Reinforcement Learning,6.231,"['18.600', '6.041']",[],"Dynamic programming as a unifying framework for sequential decision-making under uncertainty, Markov decision problems, and stochastic control. Perfect and imperfect state information models. Finite horizon and infinite horizon problems, including discounted and average cost formulations. Value and policy iteration. Suboptimal methods. Approximate dynamic programming for large-scale problems, and reinforcement learning. Applications and examples drawn from diverse domains. While an analysis prerequisite is not required, mathematical maturity is necessary. "
6.241[J] Dynamic Systems and Control,6.241[J],"['6.003', '18.06']",['16.338[J]'],"Linear, discrete- and continuous-time, multi-input-output systems in control, related areas. Least squares and matrix perturbation problems. State-space models, modes, stability, controllability, observability, transfer function matrices, poles and zeros, and minimality. Internal stability of interconnected systems, feedback compensators, state feedback, optimal regulation, observers, and observer-based compensators. Measures of control performance, robustness issues using singular values of transfer functions. Introductory ideas on nonlinear systems. Recommended prerequisite: 6.302. "
"6.244[J] Graphical Models: A Geometric, Algebraic, and Combinatorial Perspective",6.244[J],"['6.431', '18.06']",['IDS.136[J]'],See description under subject IDS.136[J]. 
6.245 Multivariable Control Systems,6.245,"['6.241', '16.31']",[],Computer-aided design methodologies for synthesis of multivariable feedback control systems. Performance and robustness trade-offs. Model-based compensators; Q-parameterization; ill-posed optimization problems; dynamic augmentation; linear-quadratic optimization of controllers; H-infinity controller design; Mu-synthesis; model and compensator simplification; nonlinear effects. Computer-aided (MATLAB) design homework using models of physical processes. 
"6.246,  6.247 Advanced Topics in Control","6.246,  6.247",[],[],Advanced study of topics in control. Specific focus varies from year to year. 
"6.248,  6.249 Advanced Topics in Numerical Methods","6.248,  6.249",[],[],Advanced study of topics in numerical methods. Specific focus varies from year to year. 
6.251[J] Introduction to Mathematical Programming,6.251[J],['18.06'],['15.081[J]'],Introduction to linear optimization and its extensions emphasizing both methodology and the underlying mathematical structures and geometrical ideas. Covers classical theory of linear programming as well as some recent advances in the field. Topics: simplex method; duality theory; sensitivity analysis; network flow problems; decomposition; robust optimization;  integer programming; interior point algorithms for linear programming; and introduction to combinatorial optimization and NP-completeness. 
6.252[J] Nonlinear Optimization,6.252[J],"['18.06', '18.100A', '18.100B', '18.100Q']",['15.084[J]'],"Unified analytical and computational approach to nonlinear optimization problems. Unconstrained optimization methods include gradient, conjugate direction, Newton, sub-gradient and first-order methods. Constrained optimization methods include feasible directions, projection, interior point methods, and Lagrange multiplier methods. Convex analysis, Lagrangian relaxation, nondifferentiable optimization, and applications in integer programming. Comprehensive treatment of optimality conditions and Lagrange multipliers. Geometric approach to duality theory. Applications drawn from control, communications, machine learning, and resource allocation problems. "
6.254 Game Theory with Engineering Applications,6.254,['6.431'],[],"Introduction to fundamentals of game theory and mechanism design with motivations for each topic drawn from engineering applications (including distributed control of wireline/wireless communication networks, transportation networks, pricing). Emphasis on the foundations of the theory, mathematical tools, as well as modeling and the equilibrium notion in different environments. Topics include normal form games, supermodular games, dynamic games, repeated games, games with incomplete/imperfect information, mechanism design, cooperative game theory, and network games. "
6.255[J] Optimization Methods,6.255[J],['18.06'],"['15.093[J]', 'IDS.200[J]']",See description under subject 15.093[J]. 
6.256[J] Algebraic Techniques and Semidefinite Optimization,6.256[J],"['6.251', '15.093']",['18.456[J]'],"Theory and computational techniques for optimization problems involving polynomial equations and inequalities with particular, emphasis on the connections with semidefinite optimization. Develops algebraic and numerical approaches of general applicability, with a view towards methods that simultaneously incorporate both elements, stressing convexity-based ideas, complexity results, and efficient implementations. Examples from several engineering areas, in particular systems and control applications. Topics include semidefinite programming, resultants/discriminants, hyperbolic polynomials, Groebner bases, quantifier elimination, and sum of squares. "
"6.260,  6.261 Advanced Topics in Communications","6.260,  6.261",[],[],Advanced study of topics in communications. Specific focus varies from year to year. 
6.262 Discrete Stochastic Processes,6.262,"['6.431', '18.204']",[],"Review of probability and laws of large numbers; Poisson counting process and renewal processes; Markov chains (including Markov decision theory), branching processes, birth-death processes, and semi-Markov processes; continuous-time Markov chains and reversibility; random walks, martingales, and large deviations; applications from queueing, communication, control, and operations research. "
6.263[J] Data-Communication Networks,6.263[J],"['6.041', '18.204']",['16.37[J]'],"Provides an introduction to data networks with an analytic perspective, using wireless networks, satellite networks, optical networks, the internet and data centers as primary applications. Presents basic tools for modeling and performance analysis. Draws upon concepts from  stochastic  processes,  queuing theory, and optimization. "
6.265[J] Discrete Probability and Stochastic Processes,6.265[J],"['6.431', '6.436', '18.100A', '18.100B', '18.100Q']",['15.070[J]'],See description under subject 15.070[J]. 
"6.267 Heterogeneous Networks: Architecture, Transport, Proctocols, and Management",6.267,"['6.041', '6.042']",[],"Introduction to modern heterogeneous networks and the provision of heterogeneous services. Architectural principles, analysis, algorithmic techniques, performance analysis, and existing designs are developed and applied to understand current problems in network design and architecture. Begins with basic principles of networking. Emphasizes development of mathematical and algorithmic tools; applies them to understanding network layer design from the performance and scalability viewpoint. Concludes with network management and control, including the architecture and performance analysis of interconnected heterogeneous networks. Provides background and insight to understand current network literature and to perform research on networks with the aid of network design projects. "
6.268 Network Science and Models,6.268,"['6.431', '18.06']",[],"Introduces the main mathematical models used to describe large networks and dynamical processes that evolve on networks. Static models of random graphs, preferential attachment, and other graph evolution models. Epidemic propagation, opinion dynamics, social learning, and inference in networks. Applications drawn from social, economic, natural, and infrastructure networks, as well as networked decision systems such as sensor networks. "
6.301 Solid-State Circuits,6.301,['6.002'],[],"Fosters deep understanding and intuition that is crucial in innovating analog circuits and optimizing the whole system in bipolar junction transistor (BJT) and metal oxide semiconductor (MOS) technologies. Covers both theory and real-world applications of basic amplifier structures, operational amplifiers, temperature sensors, bandgap references, and translinear circuits. Provides practical experience through various lab exercises, including a broadband amplifier design and characterization. Students taking graduate version complete additional assignments. "
6.302 Feedback System Design,6.302,"['8.02|8.021|8.022', '2.087', '18.03']",[],"Learn-by-design introduction to modeling and control of discrete- and continuous-time systems, from classical analytical techniques to modern computational strategies. Topics include modeling (difference/differential equations, natural frequencies, transfer functions, frequency response, impedances);   performance metrics (stability, tracking, disturbance rejection); classical design (root-locus, PID, lead-lag); state-space (ABCD matrices, pole placement, LQR, observers); and data-driven design (regression,identification, model-based control). Students apply concepts introduced in lectures and online assignments to design labs that include discussion-based checkoffs. In lab, students use circuits, sensors, actuators, and a microcontroller to design, build and test controllers for, e.g., propeller-actuated positioners, magnetic levitators, and two-wheel balancers. Students taking graduate version complete additional assignments. "
6.320 Feedback System Design,6.320,"['8.02|8.021|8.022', '2.087', '18.03']",[],"Learn-by-design introduction to modeling and control of discrete- and continuous-time systems, from classical analytical techniques to modern computational strategies. Topics include modeling (difference/differential equations, natural frequencies, transfer functions, frequency response, impedances);   performance metrics (stability, tracking, disturbance rejection); classical design (root-locus, PID, lead-lag); state-space (ABCD matrices, pole placement, LQR, observers); and data-driven design (regression,identification, model-based control). Students apply concepts introduced in lectures and online assignments to design labs that include discussion-based checkoffs. In lab, students use circuits, sensors, actuators, and a microcontroller to design, build and test controllers for, e.g., propeller-actuated positioners, magnetic levitators, and two-wheel balancers. Students taking graduate version complete additional assignments. "
6.321 Solid-State Circuits,6.321,['6.002'],[],"Fosters deep understanding and intuition that is crucial in innovating analog circuits and optimizing the whole system in bipolar junction transistor (BJT) and metal oxide semiconductor (MOS) technologies. Covers both theory and real-world applications of basic amplifier structures, operational amplifiers, temperature sensors, bandgap references, and translinear circuits. Provides practical experience through various lab exercises, including a broadband amplifier design and characterization. Students taking graduate version complete additional assignments. "
6.330 Power Electronics Laboratory,6.330,[],[],"  Hands-on introduction to the design and construction of power electronic circuits and motor drives. Laboratory exercises (shared with 6.131 and 6.1311) include the construction of drive circuitry for an electric go-cart, flash strobes, computer power supplies, three-phase inverters for AC motors, and resonant drives for lamp ballasts and induction heating. Basic electric machines introduced including DC, induction, and permanent magnet motors, with drive considerations. Students taking graduate version complete additional assignments and an extended final project. "
"6.332,  6.333 Advanced Topics in Circuits","6.332,  6.333",[],[],Advanced study of topics in circuits. Specific focus varies from year to year. Consult department for details. 
6.334 Power Electronics,6.334,['6.012'],[],"The application of electronics to energy conversion and control. Modeling, analysis, and control techniques. Design of power circuits including inverters, rectifiers, and dc-dc converters. Analysis and design of magnetic components and filters. Characteristics of power semiconductor devices. Numerous application examples, such as motion control systems, power supplies, and radio-frequency power amplifiers. "
6.335[J] Fast Methods for Partial Differential and Integral Equations,6.335[J],"['6.336', '16.920', '18.085', '18.335']",['18.336[J]'],See description under subject 18.336[J]. 
6.336[J] Introduction to Modeling and Simulation,6.336[J],"['18.03', '18.06']","['2.096[J]', '16.910[J]']","Introduction to computational techniques for modeling and simulation of a variety of large and complex engineering, science, and socio-economical systems. Prepares students for practical use and development of computational engineering in their own research and future work. Topics include mathematical formulations (e.g., automatic assembly of constitutive and conservation principles); linear system solvers (sparse and iterative); nonlinear solvers (Newton and homotopy); ordinary, time-periodic and partial differential equation solvers; and model order reduction. Students develop their own models and simulators for self-proposed applications, with an emphasis on creativity, teamwork, and communication. Prior basic linear algebra and programming (e.g., MATLAB or Python) helpful. "
6.337[J] Introduction to Numerical Methods,6.337[J],"['18.06', '18.700', '18.701']",['18.335[J]'],See description under subject 18.335[J]. 
6.338[J] Parallel Computing and Scientific Machine Learning,6.338[J],"['18.06', '18.700', '18.701']",['18.337[J]'],See description under subject 18.337[J]. 
6.339[J] Numerical Methods for Partial Differential Equations,6.339[J],"['18.03', '18.06']","['2.097[J]', '16.920[J]']",See description under subject 16.920[J]. 
6.341 Discrete-Time Signal Processing,6.341,['6.011'],[],"Representation, analysis, and design of discrete time signals and systems. Decimation, interpolation, and sampling rate conversion. Noise shaping. Flowgraph structures for DT systems. IIR and FIR filter design techniques. Parametric signal modeling, linear prediction, and  lattice filters. Discrete Fourier transform, DFT computation,  and FFT algorithms. Spectral analysis, time-frequency analysis,  relation to filter banks. Multirate signal processing, perfect reconstruction filter banks, and connection to wavelets. "
6.344 Digital Image Processing,6.344,"['6.003', '6.431']",[],"Digital images as two-dimensional signals. Digital signal processing theories used for digital image processing, including one-dimensional and two-dimensional convolution, Fourier transform, discrete Fourier transform, and discrete cosine transform. Image processing basics. Image enhancement. Image restoration. Image coding and compression. Video processing including video coding and compression. Additional topics in image and video processing. "
6.345[J] Spoken Language Processing,6.345[J],"['6.011', '6.036']",['HST.728[J]'],"Introduces the rapidly developing field of spoken language  processing including automatic speech recognition. Topics include acoustic theory of speech production, acoustic-phonetics, signal representation, acoustic and language modeling, search, hidden Markov modeling, neural networks models, end-to-end deep learning models, and other machine learning techniques applied to speech and language processing topics.  Lecture material intersperses theory with practice. Includes problem sets, laboratory exercises, and opened-ended term project. "
"6.347,  6.348 Advanced Topics in Signals and Systems","6.347,  6.348",[],[],Advanced study of topics in signals and systems. Specific focus varies from year to year. 
6.374 Analysis and Design of Digital Integrated Circuits,6.374,"['6.004', '6.012']",[],"Device and circuit level optimization of digital building blocks. MOS device models including Deep Sub-Micron effects. Circuit design styles for logic, arithmetic, and sequential blocks. Estimation and minimization of energy consumption. Interconnect models and parasitics, device sizing and logical effort, timing issues (clock skew and jitter), and active clock distribution techniques. Memory architectures, circuits (sense amplifiers), and devices. Testing of integrated circuits. Extensive custom and standard cell layout and simulation in design projects and software labs. "
6.375 Complex Digital Systems Design,6.375,['6.004'],[],"Introduction to the design and implementation of large-scale digital systems using hardware description languages and high-level synthesis tools in conjunction with standard commercial electronic design automation (EDA) tools. Emphasizes modular and robust designs, reusable modules, correctness by construction, architectural exploration, meeting area and timing constraints, and developing functional field-programmable gate array (FPGA) prototypes. Extensive use of CAD tools in weekly labs serve as preparation for a multi-person design project on multi-million gate FPGAs. Enrollment may be limited."
6.401 Introduction to Statistical Data Analysis,6.401,"['6.0001', '6.008', '6.041', '18.600']",[],"Introduction to the central concepts and methods of data science with an emphasis on statistical grounding and modern computational capabilities. Covers principles involved in extracting information from data for the purpose of making predictions or decisions, including data exploration, feature selection, model fitting, and performance assessment. Topics include learning of distributions, hypothesis testing (including multiple comparison procedures), linear and nonlinear regression and prediction, classification, time series, uncertainty quantification, model validation, causal inference, optimization, and decisions. Computational case studies and projects drawn from applications in finance, sports, engineering, and machine learning life sciences. Students taking graduate version complete additional assignments. Recommended prerequisite: 18.06. "
6.402 Modeling with Machine Learning: from Algorithms to Applications,6.402,"['18.02|18.02A|18.022|18.024', '6.0001', '1.024', '2.161', '3.100', '22.042']",[],"Focuses on modeling with machine learning methods with an eye towards applications in engineering and sciences. Introduction to modern machine learning methods, from supervised to unsupervised models, with an emphasis on newer neural approaches. Emphasis on the understanding of how and why the methods work from the point of view of modeling, and when they are applicable. Using concrete examples, covers formulation of machine learning tasks, adapting and extending methods to given problems, and how the methods can and should be evaluated. Students taking graduate version complete additional assignments. Students taking graduate version complete additional assignments. Students cannot receive credit without simultaneous completion of a 6-unit disciplinary module. Enrollment may be limited."
"6.419[J] Statistics, Computation and Applications",6.419[J],"['2.087', '6.0002', '6.01', '18.03', '18.06', '6.008', '6.041', '14.30', '16.09', '18.05']",['IDS.012[J]'],"See description under subject IDS.012[J]. Enrollment limited; priority to Statistics and Data Science minors, and to juniors and seniors."
6.431 Introduction to Probability,6.431,['18.02|18.02A|18.022|18.024'],[],"An introduction to probability theory, the modeling and analysis of probabilistic systems, and elements of statistical inference. Probabilistic models, conditional probability. Discrete and continuous random variables. Expectation and conditional expectation, and further topics about random variables. Limit Theorems. Bayesian estimation and hypothesis testing. Elements of classical statistical inference. Bernoulli and Poisson processes. Markov chains. Students taking graduate version complete additional assignments. "
6.434[J] Statistics for Engineers and Scientists,6.434[J],"['18.02|18.02A|18.022|18.024', '6.431', '18.06']",['16.391[J]'],"Rigorous introduction to fundamentals of statistics motivated by engineering applications. Topics include exponential families, order statistics, sufficient statistics, estimation theory, hypothesis testing, measures of performance, notions of optimality, analysis of variance (ANOVA), simple linear regression, and selected topics. "
6.435 Bayesian Modeling and Inference,6.435,"['6.436', '6.867']",[],"Covers  Bayesian modeling and inference at an advanced graduate level. Topics include de Finetti's theorem, decision theory, approximate inference (modern approaches and analysis of Monte Carlo, variational inference, etc.), hierarchical modeling, (continuous and discrete) nonparametric Bayesian approaches, sensitivity and robustness, and evaluation. "
6.436[J] Fundamentals of Probability,6.436[J],['18.02|18.02A|18.022|18.024'],['15.085[J]'],"Introduction to probability theory. Probability spaces and measures. Discrete and continuous random variables. Conditioning and independence. Multivariate normal distribution. Abstract integration, expectation, and related convergence results. Moment generating and characteristic functions. Bernoulli and Poisson process. Finite-state Markov chains. Convergence notions and their relations. Limit theorems. Familiarity with elementary probability and real analysis is desirable. "
6.437 Inference and Information,6.437,"['6.008', '6.436']",[],"Introduction to principles of Bayesian and non-Bayesian statistical inference. Hypothesis testing and parameter estimation, sufficient statistics; exponential families. EM agorithm. Log-loss inference criterion, entropy and model capacity. Kullback-Leibler distance and information geometry. Asymptotic analysis and large deviations theory. Model order estimation; nonparametric statistics. Computational issues and approximation techniques; Monte Carlo methods. Selected topics such as universal inference and learning, and universal features and neural networks. "
6.438 Algorithms for Inference,6.438,"['18.06', '6.008', '6.436']",[],"Introduction to statistical inference with probabilistic graphical models. Directed and undirected graphical models, and factor graphs, over discrete and Gaussian distributions; hidden Markov models, linear dynamical systems. Sum-product and junction tree algorithms; forward-backward algorithm, Kalman filtering and smoothing. Min-sum and Viterbi algorithms. Variational methods, mean-field theory, and loopy belief propagation. Particle methods and filtering. Building graphical models from data, including parameter estimation and structure learning; Baum-Welch and Chow-Liu algorithms. Selected special topics. "
"6.439[J] Statistics, Computation and Applications",6.439[J],"['2.087', '6.0002', '6.01', '18.03', '18.06', '6.008', '6.041', '14.30', '16.09', '18.05']",['IDS.131[J]'],See description under subject IDS.131[J]. Limited enrollment; priority to Statistics and Data Science minors and to juniors and seniors.
6.440 Essential Coding Theory,6.440,"['6.006', '6.045']",[],"Introduces the theory of error-correcting codes. Focuses on the essential results in the area, taught from first principles. Special focus on results of asymptotic or algorithmic significance. Principal topics include construction and existence results for error-correcting codes; limitations on the combinatorial performance of error-correcting codes; decoding algorithms; and applications to other areas of mathematics and computer science. "
6.441 Information Theory,6.441,[],[],"Mathematical definitions of information measures, convexity, continuity, and variational properties. Lossless source coding; variable-length and block compression; Slepian-Wolf theorem; ergodic sources and Shannon-McMillan theorem. Hypothesis testing, large deviations and I-projection. Fundamental limits of block coding for noisy channels: capacity, dispersion, finite blocklength bounds. Coding with feedback. Joint source-channel problem. Rate-distortion theory, vector quantizers. Advanced topics include Gelfand-Pinsker problem, multiple access channels, broadcast channels (depending on available time). "
6.442 Optical Networks,6.442,['6.042'],[],"Introduces the fundamental and practical aspects of optical network technology, architecture, design and analysis tools and techniques. The treatment of optical networks are from the architecture and system design points of view. Optical hardware technologies are introduced and characterized as fundamental network building blocks on which optical transmission systems and network architectures are based. Beyond the Physical Layer, the higher network layers (Media Access Control, Network and Transport Layers) are treated together as integral parts of network design. Performance metrics, analysis and optimization techniques are developed to help guide the creation of high performance complex optical networks. "
6.443[J] Quantum Information Science,6.443[J],['18.435'],"['8.371[J]', '18.436[J]']",See description under subject 8.371[J]. 
6.450 Principles of Digital Communication,6.450,"['6.003', '6.041']",[],Communication sources and channels; data compression; entropy and the AEP; Lempel-Ziv universal coding; scalar and vector quantization; L2 waveforms; signal space and its representation by sampling and other expansions; aliasing; the Nyquist criterion; PAM and QAM modulation; Gaussian noise and random processes; detection and optimal receivers; fading channels and wireless communication; introduction to communication system design. Prior coursework in basic probability and linear system theory recommended. 
6.452 Principles of Wireless Communication,6.452,['6.450'],[],"Introduction to design, analysis, and fundamental limits of wireless transmission systems. Wireless channel and system models; fading and diversity; resource management and power control; multiple-antenna and MIMO systems; space-time codes and decoding algorithms; multiple-access techniques and multiuser detection; broadcast codes and precoding; cellular and ad-hoc network topologies; OFDM and ultrawideband systems; architectural issues. "
6.454 Graduate Seminar in Area I,6.454,[],[],"Student-run advanced graduate seminar with focus on topics in communications, control, signal processing, optimization. Participants give presentations outside of their own research to expose colleagues to topics not covered in the usual curriculum. Recent topics have included compressed sensing, MDL principle, communication complexity, linear programming decoding, biology in EECS, distributed hypothesis testing, algorithms for random satisfaction problems, and cryptogaphy. Open to advanced students from all areas of EECS. Limited to 12."
6.456 Array Processing,6.456,"['6.341', '2.687', '6.011', '18.06']",[],"Adaptive and non-adaptive processing of signals received at arrays of sensors. Deterministic beamforming, space-time random processes, optimal and adaptive algorithms, and the sensitivity of algorithm performance to modeling errors and limited data. Methods of improving the robustness of algorithms to modeling errors and limited data are derived. Advanced topics include an introduction to matched field processing and physics-based methods of estimating signal statistics. Homework exercises providing the opportunity to implement and analyze the performance of algorithms in processing data supplied during the course. "
6.481 Introduction to Statistical Data Analysis,6.481,"['6.0001', '6.008', '6.041', '18.600']",[],"Introduction to the central concepts and methods of data science with an emphasis on statistical grounding and modern computational capabilities. Covers principles involved in extracting information from data for the purpose of making predictions or decisions, including data exploration, feature selection, model fitting, and performance assessment. Topics include learning of distributions, hypothesis testing (including multiple comparison procedures), linear and nonlinear regression and prediction, classification, time series, uncertainty quantification, model validation, causal inference, optimization, and decisions. Computational case studies and projects drawn from applications in finance, sports, engineering, and machine learning life sciences. Students taking graduate version complete additional assignments.  Recommended prerequisite: 18.06. "
6.482 Modeling with Machine Learning: from Algorithms to Applications,6.482,"['18.02|18.02A|18.022|18.024', '6.0001', '1.224', '2.169', '3.322', '22.42']",[],"Focuses on modeling with machine learning methods with an eye towards applications in engineering and sciences. Introduction to modern machine learning methods, from supervised to unsupervised models, with an emphasis on newer neural approaches. Emphasis on the understanding of how and why the methods work from the point of view of modeling, and when they are applicable. Using concrete examples, covers formulation of machine learning tasks, adapting and extending methods to given problems, and how the methods can and should be evaluated.  Students taking graduate version complete additional assignments. Students cannot receive credit without simultaneous completion of a 6-unit disciplinary module. Enrollment may be limited."
6.484 Sensorimotor Learning (New),6.484,"['6.036', '6.867']",[],"Provides an in-depth view of the state-of-the-art learning methods for control and the know-how of applying these techniques. Topics span reinforcement learning, self-supervised learning, imitation learning, model-based learning, and advanced deep learning architectures, and specific machine learning challenges unique to building sensorimotor systems. Discusses how to identify if learning-based control can help solve a particular problem, how to formulate the problem in the learning framework, and what algorithm to use. Applications of algorithms in robotics, logistics, recommendation systems, playing games, and other control domains covered. Instruction involves two lectures a week, practical experience through exercises, discussion of current research directions, and a group project. "
6.485 Optimization for Machine Learning (New),6.485,"['6.036', '18.06']",[],"Optimization algorithms are central to all of machine learning. Covers a variety of topics in optimization, with a focus on non-convex optimization. Focuses on both classical and cutting-edge results, including foundational topics grounded in convexity, complexity theory of first-order methods, stochastic optimization, as well as recent progress in non-Euclidean optimization, deep learning, and beyond. Prepares students to appreciate a broad spectrum of ideas in OPTML, learning to be not only informed users but  also gaining exposure to research questions in the area. "
6.521[J] Cellular Neurophysiology and Computing,6.521[J],"['8.02|8.021|8.022', '18.03', '2.005', '6.002', '6.003', '10.301', '20.110']","['2.794[J]', '9.021[J]', '20.470[J]', 'HST.541[J]']","Integrated overview of the biophysics of cells from prokaryotes to neurons, with a focus on mass transport and electrical signal generation across cell membrane. First third of course focuses on mass transport through membranes: diffusion, osmosis, chemically mediated, and active transport. Second third focuses on electrical properties of cells: ion transport to action potential generation and propagation in electrically excitable cells. Synaptic transmission. Electrical properties interpreted via kinetic and molecular properties of single voltage-gated ion channels. Final third focuses on biophysics of synaptic transmission and introduction to neural computing. Laboratory and computer exercises illustrate the concepts. Students taking graduate version complete different assignments. "
6.522[J] Quantitative Physiology: Organ Transport Systems,6.522[J],"['6.021', '2.006', '6.013']",['2.796[J]'],"Application of the principles of energy and mass flow to major human organ systems. Anatomical, physiological and clinical features of the cardiovascular, respiratory and renal systems. Mechanisms of regulation and homeostasis. Systems, features and devices that are most illuminated by the methods of physical sciences and engineering models. Required laboratory work includes animal studies. Students taking graduate version complete additional assignments. "
"6.524[J] Molecular, Cellular, and Tissue Biomechanics",6.524[J],"['7.012|7.013|7.014|7.015|7.016', '2.002', '2.006', '6.013', '10.301', '10.302']","['2.798[J]', '3.971[J]', '10.537[J]', '20.410[J]']",See description under subject 20.410[J]. 
6.525[J] Medical Device Design,6.525[J],"['2.008', '6.101', '6.111', '6.115', '22.071']","['2.75[J]', 'HST.552[J]']",See description under subject 2.75[J]. Enrollment limited.
